,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
EVS03706,399.9,613.7,788.0,1609.4,798.3,534.9,728.0,1904.4,484.7,637.1,577.0,846.3,769.4,517.3,469.7,438.7,448.8,193.8,924.5,808.3,500.0,647.6,2035.9,455.7,246.1,578.9,417.1,577.9,656.9,690.1,655.7,1837.9,760.9,625.0,758.7,803.1,1300.9,762.4,703.7,556.6,720.9,645.6,774.0,561.0,387.4,281.5,2078.6,667.9,1394.6,1669.8,766.6,835.9,1110.5,330.0,1962.9,654.2,342.3,432.9,1469.9,1331.7,605.0,518.4,1392.8,297.4,725.4,559.9,1252.1,772.3,393.2,721.1,946.6,1607.6,617.4,504.5,630.2,391.4,686.9,533.1,593.0,802.5,430.6,402.5,637.2,649.5,462.8,1577.8,766.6,840.5,781.7,1340.1,435.4,806.1,1212.4,1334.0,761.2,800.5,349.7,649.5,279.9,352.5,475.3,1301.6,1555.3,1319.4,1780.4,908.2,498.6,553.7,555.9,436.6,656.4,567.5,587.5,724.4,639.9,814.0,830.1,894.7,492.3,566.4,1447.5,554.7,706.7,1569.4,622.1,1562.7,826.6,631.0,1257.1,1311.0,338.8,669.5,592.1,856.5,755.0,723.6,770.0,1221.2,1479.0,1041.8,485.6,490.5,833.2,886.9,783.8,557.5,653.3,792.8,441.0,882.5,490.7,796.7,0.0,461.0,1532.7,295.5,1207.0,1281.4,724.4,1573.5,695.2,704.5,1935.9,506.6,579.7,2215.7,578.2,672.7,371.7,636.1,414.9,508.0,1611.8,697.6,1599.5,516.2,1497.0,1962.9,709.8,772.1,660.8
EVS01192,231.4,694.6,866.9,1227.8,877.2,630.5,1026.4,1879.8,315.9,760.6,633.1,1032.1,848.3,142.0,624.5,141.7,221.4,552.0,1075.2,663.1,392.1,818.7,2011.3,610.5,282.0,794.3,211.9,234.6,713.0,314.0,806.4,1456.3,1074.4,748.5,882.1,427.0,1276.3,841.3,438.6,672.4,893.2,318.7,830.1,330.4,166.5,208.3,2054.0,732.6,1370.0,1645.2,847.5,690.7,1014.3,106.7,1581.3,718.9,397.4,325.0,1445.3,950.1,421.3,410.5,1368.2,473.3,585.6,714.7,870.5,725.4,260.5,561.7,806.8,1226.0,779.5,180.7,686.3,134.5,388.9,690.3,217.7,867.2,511.2,569.7,453.5,822.8,165.8,1196.2,621.4,925.7,860.6,1315.5,327.5,885.0,1187.8,1309.4,616.0,885.7,129.4,687.0,191.5,710.6,779.9,1277.0,1173.7,1294.8,1755.8,987.1,138.3,708.5,636.8,515.5,511.2,459.6,869.6,803.3,776.8,730.6,796.4,950.8,573.2,421.2,1422.9,295.4,561.5,1187.8,701.0,1181.1,907.5,709.9,1232.5,1286.4,696.9,748.4,671.0,949.1,609.8,874.3,1005.8,1196.6,1097.4,1120.7,644.2,645.3,912.1,965.8,950.0,308.5,732.2,832.2,510.9,1033.2,770.2,749.8,439.1,0.0,1151.1,653.6,825.4,1256.8,549.6,1191.9,837.9,828.0,1554.3,585.5,189.0,2191.1,657.1,695.3,688.3,715.0,478.5,164.7,1230.2,844.8,1217.9,774.6,1115.4,1938.3,860.5,626.9,521.0
EVS00826,1167.5,1604.1,1776.4,284.9,1786.7,1540.0,1951.0,1911.0,1223.4,1694.7,1558.1,1997.4,1757.8,983.2,1589.8,1150.6,1167.0,1519.5,2040.5,1572.6,1345.4,1728.2,2042.5,1575.8,1247.3,1703.8,1173.6,1102.5,1638.0,1049.7,1771.7,1052.1,1983.9,1701.8,1807.1,1099.8,1976.1,1750.8,1194.5,1581.9,1802.7,1102.9,1755.1,1233.0,1175.4,1173.6,2085.2,1657.6,2270.7,2545.9,1757.0,1600.2,1923.8,1115.6,1177.1,1643.9,1348.8,1278.3,1885.4,623.2,1328.8,1363.8,1918.6,1382.8,1495.1,1680.0,550.8,1650.4,1225.8,1357.4,1716.3,891.5,1689.0,1126.3,1611.3,1126.6,1317.6,1655.6,1001.9,1792.2,1420.7,1535.0,1361.0,1732.3,1174.7,861.7,1530.9,1850.7,1770.1,2015.3,1280.8,1794.5,2088.5,2009.2,1525.5,1810.7,1121.5,1596.5,1156.8,1623.6,1689.4,2177.7,839.2,1933.9,1787.0,1896.6,1131.1,1673.8,1546.3,1425.0,1420.7,1384.6,1779.1,1712.8,1722.7,1640.1,1721.4,1875.8,1482.7,1330.7,2078.3,1217.6,1471.0,853.3,1610.5,846.6,1817.0,1619.4,2133.2,1986.2,1623.4,1657.9,1580.5,1874.1,1519.3,1827.9,1915.3,1815.6,123.6,2030.2,1553.7,1610.6,1821.6,1875.3,1915.3,1225.8,1641.7,1757.2,1420.4,1963.3,1735.5,1674.8,1404.4,1008.9,0.0,1612.3,1017.8,2157.5,1457.1,857.4,1791.2,1781.3,1150.1,1495.0,1069.8,2222.3,1566.6,1604.8,1653.6,1624.5,1388.0,1011.8,287.3,1790.7,813.7,1739.9,111.9,1969.5,1825.8,1536.4,1430.5
EVS01689,626.0,535.8,716.1,1818.6,726.4,471.7,622.9,1994.3,573.6,727.0,666.9,741.2,697.5,708.2,466.1,675.3,674.9,192.9,970.7,753.6,693.0,542.5,2125.8,431.4,426.9,473.8,643.2,801.0,746.8,855.9,701.9,2047.1,655.8,714.9,785.7,968.9,1390.8,690.5,899.7,451.5,615.8,856.1,863.9,757.0,639.4,523.4,2168.5,757.8,1484.5,1759.7,688.7,771.0,1038.5,566.6,2172.1,744.1,523.1,628.9,1559.8,1540.9,658.2,710.6,1482.7,403.0,827.3,492.5,1461.3,940.0,581.8,917.1,1085.8,1816.8,512.3,730.6,720.1,630.3,754.0,428.0,783.9,892.4,352.4,297.4,690.4,544.4,674.5,1787.0,711.9,867.5,709.8,1430.0,631.4,734.2,1302.3,1423.9,706.5,827.5,575.8,571.6,518.0,129.4,370.2,1391.5,1764.5,1409.3,1870.3,836.3,685.8,486.3,478.0,364.7,601.7,761.4,482.4,652.5,729.8,736.1,929.2,984.6,414.4,478.5,1537.4,606.1,652.0,1778.6,550.2,1771.9,748.7,559.1,1347.0,1400.9,115.7,597.6,520.2,883.5,700.3,750.6,664.9,1311.1,1688.2,969.9,380.5,481.6,761.3,787.8,678.7,608.9,581.4,882.7,388.2,909.5,385.6,964.4,313.6,692.5,1741.9,0.0,1416.2,1371.3,786.5,1782.7,722.2,774.0,2145.1,434.7,664.8,2305.6,506.3,594.8,266.6,564.2,315.2,737.6,1821.0,724.6,1808.7,411.1,1706.2,2052.8,736.8,717.4,800.0
EVS04365,846.7,1283.3,1455.6,1271.6,1465.9,1219.2,1630.2,2484.0,902.6,1373.9,1237.3,1676.6,1437.0,662.4,1269.0,829.8,846.2,1198.7,1719.7,1251.8,1024.6,1407.4,2615.5,1255.0,926.5,1383.0,852.8,781.7,1317.2,728.9,1450.9,1500.1,1663.1,1381.0,1486.3,779.0,1880.5,1430.0,873.7,1261.1,1481.9,782.1,1434.3,912.2,854.6,852.8,2658.2,1336.8,1974.2,2249.4,1436.2,1279.4,1603.0,794.8,1625.1,1323.1,1028.0,957.5,2049.5,993.9,1008.0,1043.0,1972.4,1062.0,1174.3,1359.2,914.3,1329.6,905.0,1036.6,1395.5,1269.8,1368.2,805.5,1290.5,805.8,996.8,1334.8,681.1,1471.4,1099.9,1214.2,1040.2,1411.5,853.9,1240.0,1210.1,1529.9,1449.3,1919.7,960.0,1473.7,1792.0,1913.6,1204.7,1489.9,800.7,1275.7,836.0,1302.8,1368.6,1881.2,1217.5,1899.0,2360.0,1575.8,810.3,1353.0,1225.5,1104.2,1099.9,1063.8,1458.3,1392.0,1401.9,1319.3,1400.6,1555.0,1161.9,1009.9,2027.1,896.8,1150.2,1231.6,1289.7,1224.9,1496.2,1298.6,1836.7,1890.6,1302.6,1337.1,1259.7,1553.3,1198.5,1507.1,1594.5,1800.8,1141.2,1709.4,1232.9,1289.8,1500.8,1554.5,1594.5,905.0,1320.9,1436.4,1099.6,1642.5,1414.7,1354.0,1083.6,688.1,1194.9,1291.5,0.0,1861.0,1136.3,1235.7,1470.4,1460.5,1598.1,1174.2,749.0,2795.3,1245.8,1284.0,1332.8,1303.7,1067.2,691.0,1274.0,1469.9,1261.7,1419.1,1159.2,2542.5,1505.0,1215.6,1109.7
EVS01245,1155.4,1786.6,1590.2,2031.9,1681.0,1722.5,1307.3,1055.6,1436.9,782.0,777.0,1250.0,1564.5,1316.4,1035.4,1357.0,1076.4,1355.6,1364.9,1755.1,970.7,1414.4,1187.1,1041.6,1134.5,1338.4,1167.8,1286.3,757.0,1226.5,936.5,2544.7,1397.6,722.7,744.9,1251.4,452.1,1597.5,1041.7,1394.4,1431.4,1148.2,751.3,1010.0,1361.5,1204.4,1229.8,740.9,429.8,388.4,1933.4,1782.7,2042.7,1248.6,2669.7,754.6,987.1,938.0,621.1,2038.5,1557.2,874.5,544.0,1526.4,1677.6,1073.4,1958.9,770.7,1033.1,880.0,1898.8,2314.4,1384.2,1218.8,730.3,1192.5,1605.2,1121.4,1280.0,923.5,1603.2,1216.3,1589.4,1364.9,1381.1,2284.6,1713.4,761.7,1818.4,491.3,971.3,1601.2,322.2,485.2,1708.0,755.9,1176.3,1779.0,1146.1,1425.0,1302.0,20.2,2262.1,470.6,931.6,1714.2,1375.6,1067.2,1717.1,1607.5,1603.2,827.9,1234.0,1535.4,781.2,1822.6,731.8,574.3,1665.2,1513.2,566.1,1506.8,1653.5,2276.2,1689.5,2269.5,1881.9,1632.8,366.9,462.2,1411.3,1611.2,1657.2,654.8,1701.8,809.2,1460.2,372.4,2097.1,1847.8,1394.8,1151.3,1869.9,1584.1,1173.0,1509.7,1535.9,668.1,1602.9,901.1,1263.1,795.1,1299.4,1272.8,2014.1,1368.0,1913.8,0.0,1676.6,2280.3,808.8,789.3,2642.7,1574.8,1380.5,1366.9,1569.6,1787.3,1241.8,1577.8,1551.7,1267.6,2029.5,819.4,2306.3,1219.3,2085.4,1114.1,907.6,1718.9,1613.0
EVS02923,634.0,751.8,924.1,1611.0,934.4,687.7,1098.7,2299.6,287.1,1180.4,1052.9,1217.2,905.5,500.6,1051.5,456.1,681.0,769.8,1507.0,617.0,811.9,875.9,2431.1,1016.8,713.8,851.5,640.1,639.9,1132.8,648.3,1238.2,1839.5,1131.6,1168.3,1301.9,761.3,1696.1,898.5,797.2,729.6,950.4,677.3,1249.9,774.0,567.0,640.1,2473.8,1152.4,1789.8,2065.0,904.7,749.9,1073.5,520.1,1964.5,1138.7,815.3,744.8,1865.1,1333.3,290.3,830.3,1788.0,602.1,224.6,1077.9,1253.7,1145.2,692.3,961.5,452.5,1609.2,836.7,640.3,1106.1,609.4,444.4,1013.4,576.3,1287.0,568.4,897.9,196.9,880.0,436.8,1579.4,680.6,1345.5,917.8,1735.3,747.3,942.2,1607.6,1729.2,569.9,1305.5,634.4,746.2,623.3,771.3,837.1,1696.8,1556.9,1714.6,2175.6,1044.3,457.1,1071.7,694.0,572.7,570.4,879.4,926.8,860.5,1189.2,789.8,1216.2,1370.6,630.4,493.8,1842.7,327.7,620.7,1571.0,758.2,1564.3,964.7,767.1,1652.3,1706.2,771.1,805.6,728.2,1368.9,669.0,1294.4,1063.0,1616.4,1480.6,1177.9,701.4,1067.0,969.3,1023.0,1154.5,299.1,789.4,1252.0,568.1,1453.3,914.8,1169.6,732.7,536.7,1534.3,760.0,1208.6,1676.6,0.0,1575.1,1257.7,1247.8,1937.5,642.7,457.2,2610.9,714.3,754.5,852.0,772.2,535.7,598.7,1613.4,1257.2,1601.1,996.5,1498.6,2358.1,1292.3,580.8,166.7
EVS02443,1324.8,1761.4,1933.7,1046.1,1944.0,1697.3,2108.3,2672.2,1380.7,1852.0,1715.4,2154.7,1915.1,1140.5,1747.1,1307.9,1324.3,1676.8,2197.8,1729.9,1502.7,1885.5,2803.7,1733.1,1404.6,1861.1,1330.9,1259.8,1795.3,1207.0,1929.0,945.7,2141.2,1859.1,1964.4,1257.1,2358.6,1908.1,1351.8,1739.2,1960.0,1260.2,1912.4,1390.3,1332.7,1330.9,2846.4,1814.9,2452.3,2727.5,1914.3,1757.5,2081.1,1272.9,1070.7,1801.2,1506.1,1435.6,2527.6,327.6,1486.1,1521.1,2450.5,1540.1,1652.4,1837.3,452.5,1807.7,1383.1,1514.7,1873.6,194.5,1846.3,1283.6,1768.6,1283.9,1474.9,1812.9,1159.2,1949.5,1578.0,1692.3,1518.3,1889.6,1332.0,4.3,1688.2,2008.0,1927.4,2397.8,1438.1,1951.8,2270.1,2391.7,1682.8,1968.0,1278.8,1753.8,1314.1,1780.9,1846.7,2359.3,18.2,2377.1,2548.2,2053.9,1288.4,1831.1,1703.6,1582.3,1578.0,1541.9,1936.4,1870.1,1880.0,1797.4,1878.7,2033.1,1640.0,1488.0,2505.2,1374.9,1628.3,4.1,1767.8,10.8,1974.3,1776.7,2314.8,2368.7,1780.7,1815.2,1737.8,2031.4,1676.6,1985.2,2072.6,2278.9,915.7,2187.5,1711.0,1767.9,1978.9,2032.6,2072.6,1383.1,1799.0,1914.5,1577.7,2120.6,1892.8,1832.1,1561.7,1166.2,969.4,1769.6,1175.1,2339.1,1614.4,0.0,1948.5,1938.6,1043.7,1652.3,1227.1,2983.5,1723.9,1762.1,1810.9,1781.8,1545.3,1169.1,1048.5,1948.0,573.0,1897.2,933.7,2730.7,1983.1,1693.7,1587.8
EVS00810,747.9,1101.5,895.1,1957.9,985.9,1037.4,612.2,1452.9,1029.4,212.2,283.2,554.9,869.4,919.7,340.3,915.5,668.9,727.8,639.5,1319.3,586.3,719.3,1584.4,346.5,603.5,643.3,760.3,871.3,263.2,868.2,241.4,2186.4,702.5,117.5,137.9,893.1,849.4,902.4,689.8,699.3,736.3,781.0,345.4,644.6,882.3,739.6,1627.1,410.1,943.1,1218.3,1238.3,1320.6,1347.6,806.8,2311.4,396.4,477.6,561.1,1018.4,1680.2,1149.7,520.8,941.3,945.7,1270.1,378.3,1600.6,639.6,625.6,668.3,1491.3,1956.1,689.1,811.3,236.5,781.6,1163.7,426.3,887.7,544.7,918.1,521.2,1181.9,669.8,939.6,1926.3,1277.6,219.7,1123.3,888.6,556.3,906.1,760.9,882.5,1272.2,179.7,768.8,1137.3,712.6,787.1,606.9,850.1,1903.8,867.9,1328.9,1019.1,968.1,372.1,1022.0,930.4,1167.4,488.4,538.9,840.3,116.2,1285.7,574.7,443.2,980.1,1044.2,996.0,1070.2,1217.7,1917.9,994.4,1911.2,1186.8,937.7,805.6,859.5,773.4,916.1,962.1,235.7,1266.0,95.3,765.1,769.7,1827.5,1152.7,699.7,456.2,1174.8,889.0,477.9,1083.3,840.8,501.2,953.9,254.2,568.0,664.0,704.4,865.3,1881.2,730.1,1555.5,829.9,1269.1,1922.0,0.0,82.7,2284.4,879.7,973.0,1764.2,874.5,1160.5,546.7,882.7,856.6,860.1,1960.3,27.7,1948.0,524.2,1845.5,1511.4,182.2,1283.1,1205.5
EVS00552,744.4,1144.3,937.9,1935.9,1028.7,1080.2,655.0,1430.9,1025.9,193.5,261.2,597.7,912.2,916.2,383.1,912.0,665.4,739.0,682.3,1344.1,582.8,762.1,1562.4,389.3,600.0,686.1,756.8,867.8,241.2,846.2,284.2,2164.4,745.3,114.0,136.7,871.1,827.4,945.2,667.8,742.1,779.1,767.9,291.5,629.7,878.8,736.1,1605.1,388.1,921.1,1196.3,1281.1,1363.4,1390.4,803.3,2289.4,374.4,474.1,557.6,996.4,1658.2,1146.2,498.8,919.3,942.2,1266.6,421.1,1578.6,617.6,622.1,646.3,1487.8,1934.1,731.9,807.8,214.5,778.1,1160.2,469.1,884.2,522.7,960.9,564.0,1178.4,712.6,936.1,1904.3,1302.4,218.5,1166.1,866.6,552.8,948.9,738.9,860.5,1297.0,178.5,765.3,1180.1,709.1,798.3,649.7,828.1,1881.8,845.9,1306.9,1061.9,964.6,414.9,1064.8,973.2,1192.2,466.4,581.7,883.1,143.0,1328.5,573.5,421.2,1022.9,1087.0,974.0,1066.7,1242.5,1895.9,1037.2,1889.2,1229.6,980.5,783.6,837.5,784.6,958.9,1004.9,234.5,1290.8,119.3,807.9,747.7,1805.5,1195.5,742.5,499.0,1217.6,931.8,520.7,1079.8,883.6,500.0,996.7,260.8,610.8,642.0,700.9,861.8,1859.2,741.3,1533.5,807.9,1265.6,1900.0,82.6,0.0,2262.4,922.5,969.5,1742.2,917.3,1203.3,589.5,925.5,899.4,856.6,1938.3,85.9,1926.0,567.0,1823.5,1489.4,225.0,1307.9,1202.0
EVS04298,1702.0,2138.6,2310.9,1361.8,2321.2,2074.5,2485.5,2987.9,1757.9,2229.2,2092.6,2531.9,2292.3,1517.7,2124.3,1685.1,1701.5,2054.0,2575.0,2107.1,1879.9,2262.7,3119.4,2110.3,1781.8,2238.3,1708.1,1637.0,2172.5,1584.2,2306.2,161.1,2518.4,2236.3,2341.6,1634.3,2735.8,2285.3,1729.0,2116.4,2337.2,1637.4,2289.6,1767.5,1709.9,1708.1,3162.1,2192.1,2829.5,3104.7,2291.5,2134.7,2458.3,1650.1,172.8,2178.4,1883.3,1812.8,2904.8,845.6,1863.3,1898.3,2827.7,1917.3,2029.6,2214.5,933.1,2184.9,1760.3,1891.9,2250.8,1125.4,2223.5,1660.8,2145.8,1661.1,1852.1,2190.1,1536.4,2326.7,1955.2,2069.5,1895.5,2266.8,1709.2,1133.7,2065.4,2385.2,2304.6,2775.0,1815.3,2329.0,2647.3,2768.9,2060.0,2345.2,1656.0,2131.0,1691.3,2158.1,2223.9,2736.5,1111.2,2754.3,2863.9,2431.1,1665.6,2208.3,2080.8,1959.5,1955.2,1919.1,2313.6,2247.3,2257.2,2174.6,2255.9,2410.3,2017.2,1865.2,2882.4,1752.1,2005.5,1125.3,2145.0,1118.6,2351.5,2153.9,2692.0,2745.9,2157.9,2192.4,2115.0,2408.6,2053.8,2362.4,2449.8,2656.1,1231.4,2564.7,2088.2,2145.1,2356.1,2409.8,2449.8,1760.3,2176.2,2291.7,1954.9,2497.8,2270.0,2209.3,1938.9,1543.4,1285.1,2146.8,1552.3,2716.3,1991.6,1129.4,2325.7,2315.8,0.0,2029.5,1604.3,3299.2,2101.1,2139.3,2188.1,2159.0,1922.5,1546.3,1364.2,2325.2,956.8,2274.4,1249.4,3046.4,2360.3,2070.9,1965.0
EVS04889,724.7,316.7,344.5,1748.2,402.3,195.6,564.4,2191.4,503.2,958.1,1003.2,657.0,285.9,637.8,689.3,614.5,771.7,613.4,1132.7,683.2,902.6,283.2,2322.9,631.0,756.2,312.8,730.8,730.6,1001.7,785.5,849.8,1976.7,586.7,901.1,913.2,898.5,1587.9,318.9,934.4,384.0,307.7,814.5,1097.4,864.7,623.3,690.2,2365.6,1094.1,1681.6,1956.8,375.7,458.0,658.5,635.1,2101.7,1080.4,852.4,835.5,1756.9,1470.5,587.8,921.0,1679.8,455.4,756.9,645.2,1390.9,1235.9,783.0,1084.7,1015.4,1746.4,336.4,731.0,975.0,700.1,683.6,572.0,713.5,1228.7,302.2,591.3,620.0,237.3,604.1,1716.6,430.6,995.0,297.6,1627.1,838.0,322.6,1499.4,1621.0,636.1,955.0,725.8,372.9,686.4,540.6,347.5,1588.6,1694.1,1606.4,2067.4,512.2,615.4,651.4,159.4,220.4,510.3,970.1,382.2,217.8,911.6,423.1,1299.4,1181.7,256.2,444.0,1734.5,535.7,581.6,1708.2,129.5,1701.5,361.1,146.9,1544.1,1598.0,540.4,273.5,99.5,1011.0,629.9,878.1,420.3,1508.2,1617.8,645.8,345.8,707.4,349.1,460.5,679.0,538.5,178.8,1219.0,376.0,1037.0,438.6,1260.3,576.3,627.4,1671.5,529.3,1345.8,1568.4,716.1,1712.3,849.7,901.5,2074.7,0.0,594.4,2502.7,89.5,396.1,517.8,240.1,311.5,689.4,1750.6,852.1,1738.3,558.3,1635.8,2249.9,864.3,647.0,729.6
EVS02893,387.1,697.1,869.4,1194.8,879.7,633.0,1044.0,1987.9,284.0,877.8,741.2,1162.5,850.8,139.0,791.2,296.7,386.6,718.7,1241.9,667.6,558.8,821.2,2119.4,777.2,448.7,796.8,378.6,313.7,821.1,219.9,973.1,1423.3,1076.9,915.2,990.2,332.9,1384.4,843.8,368.8,674.9,895.7,315.7,938.2,445.8,333.2,375.0,2162.1,840.7,1478.1,1753.3,850.0,695.2,1018.8,273.4,1548.3,827.0,564.1,491.7,1553.4,917.1,389.4,564.3,1476.3,602.4,595.8,881.4,837.5,833.5,427.2,533.1,817.0,1193.0,782.0,345.9,794.4,301.2,362.5,857.0,214.7,975.3,513.7,736.4,421.6,825.3,282.0,1163.2,625.9,1033.8,863.1,1423.6,494.2,887.5,1295.9,1417.5,620.5,993.8,296.1,691.5,358.2,716.6,782.4,1385.1,1140.7,1402.9,1863.9,989.6,230.9,875.2,639.3,518.0,515.7,567.7,872.1,805.8,942.3,735.1,904.5,1058.9,575.7,550.3,1531.0,278.2,566.0,1154.8,703.5,1148.1,910.0,712.4,1340.6,1394.5,716.4,750.9,673.5,1057.2,614.3,1041.0,1008.3,1304.7,1064.4,1123.2,646.7,812.0,914.6,968.3,1099.8,286.4,734.7,940.3,513.4,1146.4,860.1,857.9,605.8,228.5,1118.1,705.3,792.4,1364.9,517.7,1158.9,1004.6,983.6,1521.3,588.0,0.0,2299.2,659.6,699.8,797.3,717.5,481.0,231.4,1197.2,1010.3,1184.9,941.3,1082.4,2046.4,1027.2,631.4,531.2
EVS04734,2090.9,2722.1,2525.7,2080.0,2616.5,2658.0,2242.8,448.0,2372.4,1717.5,1712.5,2185.5,2500.0,2251.9,1970.9,2292.5,2011.9,2291.1,2300.4,2690.6,1906.2,2349.9,848.9,1977.1,2070.0,2273.9,2103.3,2221.8,1692.5,2162.0,1872.0,3073.7,2333.1,1658.2,1680.4,2186.9,1224.3,2533.0,1977.2,2329.9,2366.9,2083.7,1686.8,1945.5,2297.0,2139.9,327.1,1676.4,1518.9,1794.1,2868.9,2718.2,2978.2,2184.1,3198.7,1690.1,1922.6,1873.5,1133.6,2644.8,2492.7,1810.0,1166.8,2461.9,2613.1,2008.9,2572.4,1706.2,1968.6,1815.5,2834.3,2913.1,2319.7,2154.3,1665.8,2128.0,2540.7,2056.9,2215.5,1859.0,2538.7,2151.8,2524.9,2300.4,2316.6,2883.3,2648.9,1697.2,2753.9,1263.5,1906.8,2536.7,1336.7,1257.4,2643.5,1691.4,2111.8,2714.5,2081.6,2360.5,2237.5,1425.9,2860.8,1182.1,541.2,2649.7,2311.1,2002.7,2652.6,2543.0,2538.7,1763.4,2169.5,2470.9,1716.7,2758.1,1667.3,1509.8,2600.7,2448.7,1326.5,2442.3,2589.0,2874.9,2625.0,2868.2,2817.4,2568.3,1381.4,1234.4,2346.8,2546.7,2592.7,1590.3,2637.3,1744.7,2395.7,1063.8,2145.2,2783.3,2330.3,2086.8,2805.4,2519.6,2108.5,2445.2,2471.4,1603.6,2538.4,1836.6,2198.6,1730.6,2234.9,2208.3,2062.2,2303.5,2849.3,1405.7,2612.1,2879.0,1744.3,1724.8,3171.7,2510.3,2316.0,0.0,2505.1,2722.8,2177.3,2513.3,2487.2,2203.1,2077.6,1754.9,2835.3,2154.8,2133.5,756.3,1843.1,2654.4,2548.5
EVS01509,804.4,398.5,401.8,1827.9,463.1,276.7,599.4,2207.7,582.9,974.4,998.4,702.2,343.2,717.5,687.1,694.2,851.4,604.3,1149.0,762.9,982.3,299.5,2339.2,647.3,834.8,329.1,810.5,810.3,1018.0,865.2,866.1,2056.4,622.7,917.4,929.5,978.2,1604.2,376.2,1014.1,314.9,365.0,894.2,1113.7,944.4,703.0,768.8,2381.9,1089.3,1697.9,1973.1,457.5,539.8,740.3,714.8,2181.4,1075.6,931.0,915.2,1773.2,1550.2,667.5,1000.7,1696.1,534.0,836.6,661.5,1470.6,1310.9,862.7,1164.4,1095.1,1826.1,313.7,810.7,991.3,779.8,763.3,588.3,793.2,1223.9,326.5,583.0,699.7,253.6,683.8,1796.3,512.4,1011.3,379.4,1643.4,917.7,379.9,1515.7,1637.3,715.8,971.3,805.5,439.0,765.0,604.4,363.8,1604.9,1773.8,1622.7,2083.7,573.0,695.1,667.7,241.2,234.2,576.4,1049.8,398.5,275.1,927.9,504.9,1294.6,1198.0,261.2,492.6,1750.8,615.4,661.3,1787.9,211.3,1781.2,442.9,228.7,1560.4,1614.3,604.2,334.3,181.3,1027.3,709.6,894.4,465.5,1524.5,1697.5,706.6,276.7,702.6,430.9,517.8,695.3,618.2,114.6,1214.2,454.6,1053.3,454.9,1335.3,654.9,707.1,1751.2,593.1,1425.5,1584.7,795.8,1792.0,866.0,917.8,2154.4,82.8,674.1,2519.0,0.0,462.2,479.6,300.9,313.8,769.1,1830.3,868.4,1818.0,574.6,1715.5,2266.2,880.6,726.7,809.3
EVS02225,795.1,172.4,696.3,1818.6,706.6,266.6,922.6,2460.7,573.6,1214.5,1154.4,1040.9,677.7,708.2,869.7,684.9,842.1,680.7,1374.3,559.0,973.0,621.5,2592.2,835.0,823.5,654.2,801.2,801.0,1234.3,855.9,1105.5,2047.1,955.5,1177.2,1189.3,968.9,1857.2,670.7,1004.8,553.5,707.8,884.9,1351.4,935.1,693.7,757.5,2634.9,1245.3,1950.9,2226.1,290.9,223.2,490.7,705.5,2172.1,1231.6,919.7,905.9,2026.2,1540.9,658.2,991.4,1949.1,522.7,671.5,896.1,1461.3,1306.3,853.4,1155.1,1039.9,1816.8,582.3,801.4,1207.6,770.5,754.0,831.6,783.9,1379.9,262.6,716.1,690.4,637.4,674.5,1787.0,195.8,1271.1,417.3,1896.4,908.4,714.4,1768.7,1890.3,511.9,1231.1,796.2,127.4,753.7,589.5,661.0,1857.9,1764.5,1875.7,2336.7,816.5,685.8,889.9,272.9,344.9,244.4,1040.5,732.4,617.9,1187.7,188.3,1377.3,1457.8,206.0,357.4,2003.8,606.1,431.8,1778.6,489.2,1771.9,342.7,517.8,1813.4,1867.3,589.3,577.8,339.5,1287.1,480.1,1154.2,820.4,1777.5,1688.2,950.1,525.3,885.2,417.9,795.2,978.4,608.9,498.9,1370.2,399.4,1313.1,738.7,1330.7,643.6,697.8,1741.9,578.2,1416.2,1837.7,786.5,1782.7,1125.8,1177.6,2145.1,400.1,664.8,2772.0,464.0,0.0,670.2,544.4,333.4,759.8,1821.0,1128.2,1808.7,814.7,1706.2,2519.2,1140.4,522.8,754.1
